track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,album,release_type,release_date,explicit,artists,target_popularity,days_since_release,num_artists,has_features,num_words_in_title,num_words_in_album,num_hit_words_track,num_flop_words_track,num_hit_words_album,num_flop_words_album
Obsessed,0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443,242200,4,27.12436,13,Memoirs of an imperfect Angel,album,2009-09-29,False,Mariah Carey,1,5308,1,False,1,5,0,0,0,0
Baby By Me,0.619,0.827,0,-4.665,0,0.0852,0.0045,0.0134,0.0283,0.354,190.031,213360,4,42.11831,13,Before I Self-Destruct,album,2009-01-01,False,50 Cent&&Ne-Yo,0,5579,2,True,3,3,1,1,0,0
Give It Away,0.674,0.646,5,-5.876,1,0.027,0.486,8.37e-05,0.262,0.613,148.1,209320,4,22.83301,15,It Just Comes Natural,album,2006-01-01,False,George Strait,1,6675,1,False,3,4,1,1,1,0
Heartbeatz - Hardcore Mix,0.493,0.959,7,-6.269,0,0.0665,0.000952,0.0068,0.0577,0.323,166.958,375093,4,44.81131,20,Heartbeatz,single,2005-02-28,False,Styles & Breeze&&Karen Danzig,0,6982,2,True,4,1,0,2,0,0
Collide,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,249120,4,42.33776,12,Stop All The World Now,album,2003-10-07,False,Howie Day,1,7492,1,False,1,5,0,0,1,1
We Thuggin',0.896,0.649,8,-3.792,1,0.208,0.177,0.0,0.0759,0.822,99.107,213533,4,40.97848,10,Jealous Ones Still Envy (J.O.S.E),album,2001-12-04,False,Fat Joe&&R. Kelly,0,8164,2,True,2,5,0,0,0,0
I Need A Hot Girl,0.815,0.797,2,-6.304,1,0.186,0.0557,0.0,0.641,0.65,96.006,292840,4,65.70652,10,Guerrilla Warfare,album,1999-07-27,False,Hot Boys&&Big Tymers,1,9025,2,True,5,2,3,1,0,0
Dude,0.71,0.653,5,-8.305,1,0.236,0.111,0.0,0.11,0.943,94.007,254867,4,16.98738,14,From Kingston To King Of The Dancehall: A Collection Of Dancehall Favorites,album,2005-01-01,False,Beenie Man&&Ms. Thing,0,7040,2,True,1,12,0,0,1,1
Title Music from Merchant Ivory's film BOMBAY TALKIE,0.455,0.353,7,-10.654,0,0.0308,0.901,0.916,0.115,0.562,126.803,152613,4,31.96593,9,The Darjeeling Limited,compilation,2007-01-01,False,Shankar Jaikishan,0,6310,1,False,8,3,0,1,0,0
Orange Peel,0.688,0.226,3,-15.11,0,0.0277,0.469,0.127,0.158,0.569,104.245,336427,4,57.59783,10,The Miraculous Hump Returns From The Moon,album,2005-04-26,False,Sopwith Camel,0,6925,1,False,2,7,0,0,0,0
Jazz Suite No. 2: VI. Waltz 2,0.322,0.184,0,-18.312,0,0.0338,0.984,0.902,0.0813,0.356,107.847,193600,4,68.51628,8,Shostakovich: Jazz Suites Nos. 1 - 2 / The Bolt / Tahiti Trot,album,2002-04-15,False,Dmitri Shostakovich&&Russian State Symphony Orchestra&&Dmitry Yablonsky,1,8032,3,True,7,13,0,2,0,1
Tell Her,0.607,0.619,4,-6.34,0,0.0275,0.664,0.0,0.108,0.323,133.996,250253,4,42.64267,12,Simply The Hits,single,2011-04-19,False,Lonestar,0,4741,1,False,2,3,1,0,1,1
Homecoming,0.667,0.747,1,-7.059,1,0.189,0.337,0.0,0.115,0.918,86.917,203493,4,22.64887,7,Graduation,album,2007-09-11,False,Kanye West&&Chris Martin,0,6057,2,True,1,1,0,0,0,0
Szóljon a rock,0.517,0.822,2,-5.367,1,0.0306,0.00787,0.0019,0.339,0.389,139.345,199293,4,25.53316,11,Ragadozók,album,2000-10-01,False,Lord,0,8593,1,False,3,1,1,1,0,0
Wave On Wave,0.671,0.757,2,-5.275,1,0.0252,0.178,2.61e-05,0.0675,0.361,103.551,244373,4,35.88258,10,Wave On Wave,album,2003-01-01,False,Pat Green,1,7771,1,False,3,3,0,0,0,0
Probably End Up Dead in a Ditch Somewhere,0.522,0.967,8,-2.379,0,0.302,0.128,0.000535,0.353,0.352,164.972,161827,4,34.93491,8,From Rotting Fantasylands,album,2009-09-20,False,Nero's Day At Disneyland,0,5317,1,False,8,3,0,2,0,0
"We Praise Thee ~ Znamenny Chant, arr. Kovalevsky",0.145,0.0103,7,-38.999,0,0.0363,0.987,0.97,0.105,0.0382,140.031,107000,3,29.85804,7,"The Orthodox Divine Liturgy: Master, Bless!",album,2007-11-01,False,Archangel Voices,0,6006,1,False,8,6,0,1,0,0
Why Oh Why,0.737,0.586,10,-7.333,0,0.0397,0.0496,2.23e-05,0.155,0.37,129.963,234522,4,30.33721,11,Planet Pop,album,2000-11-06,False,A Touch Of Class&&Le Koma,0,8557,2,True,3,2,0,0,1,1
Harsh Generation,0.489,0.991,11,-5.293,1,0.0616,0.00787,0.0,0.363,0.691,139.98,233933,4,27.26207,8,Harsh Generation,album,2007-06-05,False,Grendel,0,6155,1,False,2,2,0,0,0,0
Just For You,0.657,0.599,11,-8.388,0,0.03,0.1,3.06e-06,0.0957,0.531,115.007,250467,4,37.99637,9,Tuskegee,album,2012-01-01,False,Lionel Richie&&Billy Currington,0,4484,2,True,3,1,1,1,0,0
Me Love,0.66,0.847,1,-3.25,1,0.191,0.0628,0.0,0.112,0.925,180.01,204293,4,21.22609,11,Sean Kingston,album,2008-03-11,False,Sean Kingston,1,5875,1,False,2,2,1,1,0,0
"My, Oh My",0.508,0.843,0,-4.433,1,0.0349,0.211,4.16e-05,0.254,0.766,176.043,210187,4,66.29341,6,"Stand Still, Look Pretty (U.S. Version)",album,2006-01-01,False,The Wreckers,0,6675,1,False,3,6,0,0,1,1
Jai Ho! (You Are My Destiny),0.657,0.941,8,-3.919,0,0.061,0.0476,0.0,0.0797,0.879,136.202,222400,4,21.90805,12,Jai Ho! (You Are My Destiny),single,2009-01-01,False,A.R. Rahman&&The Pussycat Dolls&&Nicole Scherzinger,1,5579,3,True,6,6,0,0,0,0
Aion: I. —,0.143,0.148,8,-22.356,1,0.044,0.944,0.935,0.0947,0.0363,139.145,477032,4,44.46334,21,"Giacinto Scelsi Collection, Vol. 3",album,2009-06-20,False,Giacinto Scelsi&&Orchestra Sinfonica Nazionale della RAI di Torino&&Francesco Dillon&&Ensemble di Percussioni Naqqara&&Tito Ceccherini,0,5409,5,True,3,5,0,0,2,2
Bow Wow (That's My Name),0.92,0.677,2,-3.484,1,0.266,0.216,1.68e-06,0.0981,0.939,91.939,223267,4,50.26914,8,Beware Of Dog,album,2000-09-26,False,Bow Wow&&Snoop Dogg,0,8598,2,True,5,3,0,0,0,0
Blues For Philly Joe - Remastered,0.551,0.667,5,-6.915,1,0.0336,0.501,0.00255,0.308,0.721,95.541,404147,4,92.82864,12,Newk's Time,album,2004-01-01,False,Sonny Rollins,0,7406,1,False,6,2,0,2,1,1
Surrender Your Sons,0.234,0.973,6,-2.637,1,0.254,0.00506,0.0622,0.0854,0.09,146.065,280547,4,30.79836,12,The Anti Mother,album,2008-01-01,False,Norma Jean,0,5945,1,False,3,3,0,0,0,0
Something,0.643,0.981,7,-6.644,0,0.0439,0.0271,8.93e-05,0.11,0.38,140.01,220973,4,30.03677,11,Some Things,album,2001-01-01,False,Lasgo,1,8501,1,False,1,2,0,0,0,0
The Whole World,0.815,0.852,2,-6.176,1,0.401,0.0958,1.32e-06,0.0288,0.717,184.666,295347,3,36.82961,11,Big Boi & Dre Present...OutKast,compilation,2001-10-04,False,Outkast&&Killer Mike,1,8225,2,True,3,5,1,1,1,1
What About Now,0.387,0.862,9,-2.219,0,0.0457,0.107,0.0,0.103,0.337,161.984,251627,4,28.01312,10,It's Not Over....The Hits So Far,album,2016-02-12,False,Daughtry,1,2981,1,False,3,6,0,0,1,1
We Will Rock You,0.755,0.381,7,-8.785,1,0.146,0.00305,0.653,0.103,0.679,82.224,121587,4,38.10612,6,Dynamite with a Laserbeam: Queen as Heard Through the Meat Grinder of Three One G,compilation,2002-04-30,False,Melt-Banana,0,8017,1,False,4,15,1,1,0,0
Where I Wanna Be,0.664,0.396,5,-9.131,0,0.0298,0.52,0.0,0.268,0.453,102.053,253627,4,54.46593,9,Where I Wanna Be,album,1999-05-29,False,Donell Jones,1,9084,1,False,4,4,1,0,0,0
Wouldn't Get Far,0.434,0.764,4,-5.367,0,0.276,0.152,0.0,0.425,0.702,92.605,251040,4,27.47907,13,Doctor's Advocate,album,2006-01-01,False,The Game,1,6675,1,False,3,2,0,0,0,0
Dil Aaj Shair Hai - Gambler / Soundtrack Version,0.427,0.55,4,-5.114,0,0.0415,0.902,0.0,0.124,0.445,141.003,207120,3,35.09319,10,The Best of Bollywood,compilation,2003-01-01,False,Kishore Kumar,0,7771,1,False,9,4,0,2,1,1
Don't Stop The Music,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,4,33.2989,8,Good Girl Gone Bad: Reloaded,album,2008-06-02,False,Rihanna,1,5792,1,False,4,5,2,2,3,2
Wish You Were Here - Handz Up Edit,0.578,0.983,5,-6.848,0,0.0481,0.000845,0.00974,0.0974,0.402,145.008,209246,4,30.45576,9,Wish You Were Here,single,2008-05-26,False,Jan Wayne&&Scarlet,0,5799,2,True,8,4,0,1,0,0
Demonrape,0.151,0.994,11,-4.993,1,0.114,1.34e-06,0.0725,0.109,0.0951,150.008,303507,4,63.4217,11,The Eternal Eclipse - 15 Years of Satanic Black Metal,compilation,2007-02-12,False,Urgehal,0,6268,1,False,1,10,0,0,1,3
The Hand Clap,0.805,0.723,7,-6.808,1,0.224,0.00679,0.0,0.244,0.641,88.006,261827,4,23.89865,15,51/50 Ratchet,album,2007-10-16,False,Hurricane Chris&&Big Poppa&&HollyHood Bay Bay,0,6022,3,True,3,2,0,0,0,0
Sempiternal,0.656,0.518,9,-8.628,0,0.0311,0.0532,0.824,0.0603,0.366,140.002,279493,4,28.5165,9,Clubroot,album,2009-01-01,False,Clubroot,0,5579,1,False,1,1,0,0,0,0
Would You Go With Me,0.605,0.864,6,-5.365,1,0.0292,0.13,0.000827,0.113,0.736,122.918,228187,4,25.3969,11,Your Man,album,2006-01-01,False,Josh Turner,1,6675,1,False,5,2,0,0,1,0
No One Knows,0.511,0.581,0,-4.93,1,0.0581,0.031,0.000171,0.367,0.668,170.852,278707,4,71.13102,10,Songs For The Deaf,album,2002-01-01,False,Queens of the Stone Age,1,8136,1,False,3,4,0,0,1,1
You,0.805,0.772,3,-5.734,0,0.0278,0.12,0.0,0.0594,0.969,130.033,208427,4,46.60368,6,You,single,2003-01-01,False,Ryan Duarte,0,7771,1,False,1,1,0,0,0,0
I Wish,0.42,0.463,6,-9.056,1,0.12,0.068,0.0,0.119,0.659,78.83,334000,4,70.99206,14,TP-2.com,album,2000-11-07,False,R. Kelly,1,8556,1,False,2,1,0,0,0,0
Sleep On It,0.749,0.595,2,-7.721,1,0.12,0.0215,0.0,0.087,0.819,161.986,203240,4,38.11914,9,Danity Kane,album,2006-08-22,False,Danity Kane,0,6442,1,False,3,2,0,0,0,0
What Do Ya Think About That,0.592,0.795,7,-6.13,1,0.0291,0.0504,6.35e-06,0.0852,0.705,157.067,217947,4,46.91268,8,Some People Change,album,2006-10-24,False,Montgomery Gentry,1,6379,1,False,6,3,2,0,0,0
Spiegel im Spiegel,0.115,0.00281,10,-47.327,1,0.0354,0.694,0.0,0.048,0.0391,92.832,510067,3,31.08668,23,Part: Spiegel Im Spiegel / Fratres / Fur Alina,album,2005-04-01,False,Arvo Pärt&&Vadim Gluzman&&Angela Yoffe,0,6950,3,True,3,9,0,0,0,0
Gallery,0.593,0.651,9,-6.904,0,0.135,0.0169,0.0,0.141,0.323,86.535,223613,4,77.68847,8,Mario Vazquez,album,2006-01-15,False,Mario Vazquez,1,6661,1,False,1,2,0,0,0,0
Live Like You Were Dying,0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,300333,4,41.10292,13,Live Like You Were Dying,album,2004-08-17,False,Tim McGraw,1,7177,1,False,5,5,2,2,2,1
Some Cut,0.901,0.512,1,-6.468,1,0.37,0.00273,0.0,0.0979,0.638,85.012,283387,4,34.60301,10,The Crunk Recordings: Hits From The Pioneers And Players Of Crunk,compilation,2009-06-16,False,Trillville&&Cutty,1,5413,2,True,2,11,0,0,1,1
"Whenever, Wherever",0.793,0.832,1,-4.862,0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,196160,4,41.61661,10,Laundry Service,album,2001-11-13,False,Shakira,1,8185,1,False,2,2,0,0,0,0
Dreaming With A Broken Heart,0.608,0.351,0,-9.316,1,0.03,0.557,0.00892,0.201,0.157,135.976,245747,4,60.39494,10,Continuum,album,2006-09-11,False,John Mayer,1,6422,1,False,5,1,1,1,0,0
Conceited (There's Something About Remy),0.704,0.571,11,-7.786,1,0.508,0.217,0.0,0.184,0.582,123.855,219560,5,45.00045,10,There's Something About Remy-Based On A True Story,album,2006-01-01,False,Remy Ma,0,6675,1,False,5,8,0,0,1,0
Air Force Ones,0.784,0.459,4,-9.74,0,0.317,0.0847,0.0,0.079,0.618,164.062,304000,4,37.20382,15,Nellyville,album,2002-06-25,False,Nelly&&Murphy Lee&&Ali&&Kyjuan,1,7961,4,True,3,1,0,0,0,0
Island In the Sun (with Bob Corman's Orchestra & Chorus) - Remastered,0.453,0.329,2,-16.17,1,0.0374,0.914,0.00226,0.102,0.655,106.232,166867,4,43.75333,8,Very Best Of Harry Belafonte,compilation,2001-01-01,False,Harry Belafonte&&Bob Corman's Orchestra & Chorus,0,8501,2,True,12,5,0,2,1,2
About Us,0.805,0.796,1,-3.904,0,0.262,0.209,0.0,0.311,0.699,83.339,203347,4,38.30917,10,Undiscovered (Walmart Version),album,2006-10-17,False,Brooke Hogan&&Paul Wall,0,6386,2,True,2,3,0,0,1,1
Love Remains The Same,0.406,0.632,4,-5.115,1,0.0344,0.236,0.0,0.18,0.109,149.258,249440,4,38.77601,12,Wanderlust,album,2012-01-01,False,Gavin Rossdale,0,4484,1,False,4,1,1,1,0,0
La Camisa Negra,0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007,216707,4,32.41518,8,Mi Sangre,album,2004-01-01,False,Juanes,1,7406,1,False,3,2,1,1,0,0
My Idea Of Fun,0.259,0.934,9,-8.072,1,0.0821,1.47e-05,0.00691,0.0599,0.347,161.106,197773,4,39.54748,11,The Weirdness,album,2007-01-01,False,The Stooges,0,6310,1,False,4,2,0,0,0,0
Amnesthesia,0.533,0.96,1,-0.864,0,0.0542,0.000426,0.0392,0.147,0.342,129.971,225231,4,30.02276,13,Dance Metal Raveolution,album,2008-05-15,False,XE-NONE,0,5810,1,False,1,3,0,0,1,2
Lying From You,0.535,0.951,3,-3.324,0,0.18,0.00777,0.0,0.0669,0.723,160.102,175373,4,24.04941,8,Meteora (Bonus Edition),album,2003-09-16,False,Linkin Park,1,7513,1,False,3,3,0,0,2,1
Snow ((Hey Oh)),0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,4,55.98052,12,Stadium Arcadium,album,2006-05-09,False,Red Hot Chili Peppers,1,6547,1,False,3,2,1,0,0,0
Ding Dong Punk Rock Song,0.403,0.985,2,-2.482,1,0.163,0.000325,0.0,0.218,0.498,140.139,137720,4,38.45929,9,Voll Assi,album,2005-01-01,False,Normahl,0,7040,1,False,5,2,2,3,0,0
Starlighter,0.651,0.751,8,-7.422,1,0.318,0.00982,0.0,0.266,0.844,120.04,195280,4,63.55771,7,Valerie and Friends,compilation,2009-05-27,False,Jupiter,0,5433,1,False,1,3,0,0,0,0
Never Let You Go,0.728,0.94,4,-5.034,1,0.0368,0.0814,0.000162,0.109,0.967,113.76,237240,4,42.92495,11,Blue,album,1999-01-01,False,Third Eye Blind,1,9232,1,False,4,1,1,1,1,0
Mind Ripper,0.272,0.992,3,-4.719,0,0.114,0.000107,0.0432,0.722,0.0307,96.599,81307,3,13.22797,3,World Extermination,album,2009-08-18,False,Insect Warfare,0,5350,1,False,2,2,1,1,1,1
II - Bloodbirds,0.424,0.893,0,-4.769,1,0.0405,5.23e-06,0.268,0.126,0.166,107.99,381160,4,26.75281,11,Ashes Against The Grain,album,2006-08-15,False,Agalloch,0,6449,1,False,3,4,0,1,0,0
Love's The Only House,0.711,0.616,9,-6.998,1,0.0263,0.0177,0.0,0.106,0.515,122.857,312573,4,18.09944,10,The Essential Martina McBride,compilation,2012-10-23,False,Martina McBride,0,4188,1,False,4,4,1,2,1,1
FIGHT THE KNIGHT,0.443,0.866,7,-6.343,1,0.0454,0.00166,0.0143,0.406,0.435,89.839,117493,4,30.10653,8,Sonic And The Black Knight Official Soundtrack (Vol.1),compilation,2009-03-06,False,Crush 40,0,5515,1,False,3,8,0,0,3,3
This Is Exile,0.319,0.994,2,-4.826,1,0.207,0.00156,0.119,0.182,0.0385,123.217,220120,4,21.90134,13,This Is Exile,album,2008-07-08,False,Whitechapel,0,5756,1,False,3,3,0,0,0,0
Never Say Never,0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139,256613,4,26.33835,14,The Fray,album,2009-02-02,False,The Fray,1,5547,1,False,3,2,1,0,0,0
Pacific Theme,0.723,0.703,0,-9.495,1,0.0318,0.0272,0.313,0.0979,0.767,129.725,309187,4,29.21933,12,You Forgot It In People,album,2003-03-11,False,Broken Social Scene,0,7702,1,False,2,5,0,1,0,0
Piragua,0.736,0.542,9,-7.564,1,0.0451,0.726,0.0,0.0398,0.83,87.168,113093,4,24.00675,6,In the Heights (Original Broadway Cast Recording),album,2008-06-03,False,Eliseo Roman,0,5791,1,False,1,7,0,0,1,1
Deposition (Your Heads Will Roll),0.504,0.982,2,-3.788,1,0.0528,5.39e-06,0.0615,0.249,0.585,100.038,311067,4,38.13467,11,Thrash Anthems,album,2007-01-01,False,Destruction,0,6310,1,False,5,2,1,1,0,2
Arguru - EDX's 5un5hine Remix,0.778,0.602,9,-8.135,1,0.0936,0.00119,0.901,0.0738,0.664,127.998,397693,4,27.80272,12,"Pinkstar House Sessions, Vol. 2",compilation,2008-02-28,False,deadmau5&&EDX,0,5887,2,True,5,5,0,1,1,3
Switch,0.877,0.885,1,-4.966,1,0.17,0.007,0.000497,0.557,0.517,102.507,196653,4,42.20804,7,Lost And Found,album,2005-01-01,False,Will Smith,1,7040,1,False,1,3,0,0,1,0
You Found Me,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,241853,4,30.386,8,The Fray,album,2009-02-02,False,The Fray,1,5547,1,False,3,2,0,0,0,0
Signs,0.934,0.706,7,-5.317,1,0.178,0.0305,0.000121,0.136,0.614,112.962,236480,4,84.54845,10,R&G (Rhythm & Gangsta): The Masterpiece,album,2004-01-01,False,Snoop Dogg&&Charlie Wilson&&Justin Timberlake,1,7406,3,True,1,6,0,0,0,0
Who You'd Be Today,0.646,0.431,2,-9.287,1,0.029,0.149,0.000428,0.108,0.248,145.855,254573,4,53.37202,10,The Road And The Radio,album,2005-11-07,False,Kenny Chesney,1,6730,1,False,4,5,0,0,2,0
Halfway Gone,0.543,0.919,1,-4.831,0,0.0415,0.000449,0.0,0.243,0.498,125.022,195307,4,29.23962,8,Smoke & Mirrors (Deluxe),album,2010-01-01,False,Lifehouse,1,5214,1,False,2,4,1,0,1,1
"Dear Lucid, Our Time Is Right Now",0.425,0.937,3,-4.718,1,0.129,0.000855,0.0608,0.231,0.395,186.036,226120,4,34.3365,9,The Pursuit Begins When This Portrayal Of Life Ends,album,2007-01-01,False,Evans Blue,0,6310,1,False,7,9,2,1,1,1
Where The Blacktop Ends,0.496,0.94,2,-3.332,1,0.0373,0.289,0.0,0.251,0.95,158.967,186293,4,32.29035,10,Greatest Hits,compilation,2007-01-01,False,Keith Urban,1,6310,1,False,4,2,0,0,2,2
Sometimes You Can't Make It On Your Own,0.53,0.597,2,-5.652,1,0.0247,0.00275,0.473,0.105,0.346,96.0,305080,4,38.2689,11,How To Dismantle An Atomic Bomb,album,2004-01-01,False,U2,1,7406,1,False,8,6,1,0,0,0
Differences,0.562,0.594,3,-4.578,0,0.0558,0.318,0.0,0.311,0.423,62.876,265533,4,45.79849,9,The Life,album,2001-04-03,False,Ginuwine,1,8409,1,False,1,2,0,0,1,1
Dance Tonight,0.531,0.891,5,-2.539,1,0.0431,0.0823,0.00551,0.161,0.926,170.973,174933,4,58.40381,9,Memory Almost Full,album,2007-06-04,False,Paul McCartney,0,6156,1,False,2,3,2,1,0,0
Cu Cu Ru Cu Cu Paloma,0.52,0.118,7,-14.491,1,0.0371,0.936,0.317,0.133,0.469,116.674,232573,3,31.28871,13,Bahamian Ballads - The Songs Of André Toussaint,album,2002-09-30,False,Andre Toussaint,0,7864,1,False,6,8,0,0,1,1
Georgia Rain,0.518,0.438,10,-5.716,1,0.0234,0.605,7.77e-05,0.19,0.144,99.176,311360,4,33.59897,16,Jasper County,album,2005-01-01,False,Trisha Yearwood,0,7040,1,False,2,2,1,1,0,0
Red Winter (Demo),0.237,0.841,6,-10.377,1,0.0769,0.168,0.594,0.137,0.253,165.841,119520,4,30.2297,7,The Punk Terrorist Anthology Vol. 2: 1986-1988,album,2005-01-01,False,Nausea,0,7040,1,False,3,7,0,0,1,3
Frequency,0.632,0.649,10,-9.385,0,0.0359,0.000132,0.904,0.0747,0.625,124.788,379520,4,85.19327,10,Frequency,single,2004-08-02,False,Rex The Dog,0,7192,1,False,1,1,0,0,0,0
I'm With You,0.737,0.681,7,-5.695,0,0.0293,0.041,2.37e-06,0.104,0.929,107.073,208800,4,65.26915,7,Sample This - EP,single,2008-10-03,False,Iration,0,5669,1,False,3,4,0,0,0,1
A Gift of Tears,0.541,0.874,9,-5.095,0,0.0731,0.108,0.00184,0.125,0.867,76.577,276787,4,37.46355,9,Milano new wave 1980-83,compilation,2009-12-21,False,Jeunesse D'Ivoire,0,5225,1,False,4,4,0,0,1,1
Hit The Freeway,0.799,0.708,7,-3.833,1,0.114,0.0208,8.69e-06,0.115,0.82,96.954,228560,4,31.65196,12,More Than A Woman,album,2002-11-19,False,Toni Braxton&&Loon,0,7814,2,True,3,4,0,0,0,0
Life Of My Own,0.236,0.977,4,-5.922,1,0.101,0.000173,0.861,0.359,0.502,102.427,172199,4,52.78182,8,Before The Quarrel,album,2000-01-01,False,Cro-Mags,0,8867,1,False,4,3,1,1,0,0
I Kissed A Girl,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4,31.50965,7,One Of The Boys,album,2008-06-17,False,Katy Perry,1,5777,1,False,4,4,1,1,0,0
Heavy Metal Drummer,0.481,0.871,7,-6.838,1,0.0978,0.0453,0.000501,0.765,0.63,121.792,201733,4,50.43346,8,"Kicking Television, Live in Chicago",album,2005-10-28,False,Wilco,0,6740,1,False,3,5,0,2,1,1
"Sugar, We're Goin' Down",0.494,0.841,7,-4.784,1,0.0838,0.00579,0.0,0.122,0.567,162.013,229093,4,27.9567,11,From Under The Cork Tree,album,2005-05-03,False,Fall Out Boy,1,6918,1,False,4,5,0,0,0,0
House of 1000 Corpses (Bonus Track),0.573,0.609,1,-8.406,1,0.0315,0.0139,0.671,0.0773,0.151,113.004,239853,4,30.28444,12,"Blood, Brains, & Rock'N'Roll (Limited)",album,2007-04-13,False,Zombie Girl&&Sebastian Komor from Icon Of Coil and Moonitor,0,6208,2,True,6,5,0,1,1,3
When It Hurts,0.682,0.646,11,-5.509,1,0.0839,0.376,0.0,0.0705,0.253,128.279,236213,4,44.25991,7,Avant,album,2008-01-01,False,Avant,0,5945,1,False,3,1,0,0,0,0
Impacto,0.794,0.864,8,-5.964,1,0.0755,0.00889,0.000145,0.0398,0.9,100.516,185107,4,58.67896,10,El Cartel: The Big Boss,album,2007-06-05,False,Daddy Yankee,0,6155,1,False,1,5,0,0,1,2
Welcome To The Black Parade,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4,26.45283,10,The Black Parade,album,2006-10-23,False,My Chemical Romance,1,6380,1,False,5,3,0,1,1,1
Uaxuctum: III. —,0.137,0.0216,10,-32.099,1,0.0551,0.684,0.375,0.126,0.0694,84.698,222640,4,50.22603,10,"Scelsi: The Orchestral Works, Vol. 2",album,2007-01-30,False,Giacinto Scelsi&&Concentus Vocalis Griesensis&&Vienna Radio Symphony Orchestra&&Peter Rundel,0,6281,4,True,3,6,0,0,1,2
C'mon Marianne - 2006 Remaster,0.481,0.852,10,-8.025,1,0.142,0.647,0.000257,0.283,0.306,98.996,152160,4,80.28512,5,The Definitive Pop Collection,compilation,2006-09-12,False,Frankie Valli & The Four Seasons,0,6421,1,False,5,4,0,2,2,2
Victory Square,0.186,0.691,4,-6.449,0,0.0443,0.0304,0.00125,0.16,0.15,179.836,226280,3,21.07,8,Victory Square,album,2009-01-01,False,The Dreadnoughts,0,5579,1,False,2,2,0,0,0,0
Cracked Brain,0.313,0.995,2,-3.373,1,0.0769,2.21e-06,0.812,0.305,0.709,198.017,224747,4,21.11598,12,Thrash Anthems,album,2007-01-01,False,Destruction,0,6310,1,False,2,2,0,0,0,2
Nara (Theme to Cold Case),0.563,0.413,9,-12.589,0,0.0268,0.0534,0.717,0.141,0.225,149.997,291027,3,54.14674,13,Unearthed,album,2001-01-01,False,E.S. Posthumus,0,8501,1,False,5,1,0,1,0,0
Like We Never Loved At All,0.497,0.468,2,-8.182,1,0.0286,0.0817,0.0,0.112,0.285,133.789,257693,4,38.47698,11,Fireflies,album,2005-08-02,False,Faith Hill,0,6827,1,False,6,1,1,1,0,0
The Seashores Of Old Mexico,0.508,0.576,6,-7.441,0,0.0294,0.167,0.00215,0.33,0.516,156.938,251333,3,44.63101,13,Somewhere Down In Texas,album,2005-01-01,False,George Strait,0,7040,1,False,5,4,0,1,0,0
How Do You Sleep?,0.747,0.878,8,-3.533,1,0.0282,0.343,0.0,0.0872,0.557,106.004,208333,4,53.42227,10,Departure - Recharged,album,2008-01-01,False,Jesse McCartney&&Ludacris,1,5945,2,True,4,3,0,0,0,0
How Could You,0.843,0.48,11,-7.031,0,0.143,0.0468,0.0,0.081,0.743,122.005,236000,4,45.81133,10,Turning Point,album,2004-12-06,False,Mario,1,7066,1,False,3,2,0,0,0,0
Jigga,0.733,0.906,8,-4.749,1,0.379,0.0328,0.0,0.111,0.696,98.516,204027,4,28.53552,8,The Blueprint (Explicit Version),album,2001-09-11,False,JAY-Z,0,8248,1,False,1,4,0,0,1,1
Shut It Down,0.754,0.693,9,-6.483,0,0.0844,0.0059,1.59e-06,0.0515,0.411,128.062,226093,4,39.51867,12,Pitbull Starring In Rebelution,album,2009-08-31,False,Pitbull&&Akon,0,5337,2,True,3,4,0,0,0,0
I Wish,0.389,0.515,7,-6.224,1,0.03,0.388,0.0,0.0802,0.164,70.136,213547,4,33.37201,9,Greatest Hits,compilation,2003-05-20,False,Jo Dee Messina,0,7632,1,False,2,2,0,0,2,2
Undertow,0.646,0.649,2,-6.386,1,0.031,0.242,0.00597,0.118,0.591,109.987,261533,4,45.49047,8,Shock Value II,album,2009-01-01,False,Timbaland&&The Fray&&Esthero,0,5579,3,True,1,3,0,0,1,1
I Told You So,0.615,0.347,9,-9.596,1,0.0259,0.182,0.0,0.125,0.273,78.994,219507,4,59.85929,9,Always & Forever,album,1987-05-04,False,Randy Travis,1,13492,1,False,4,3,0,0,1,0
Despeinada,0.546,0.66,11,-6.463,0,0.0575,0.709,1.89e-06,0.0916,0.966,169.634,161360,4,27.96422,8,Los Grandes Años del Rock Vol. Ii,album,2000-08-01,False,Los Teen Tops,0,8654,1,False,1,7,0,0,3,5
